"Share of RES in total generation (%)","6.34","4.65","13.86","0.42","0.08","6.42"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","31.72","11.67","39.35","20.27","28.69","23.92"
