"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6866","0","149.3","75.3","0.1","307"
"","Haryana","6895","0","141.7","98.3","-1.6","180"
"","Rajasthan","9651","0","201.7","55.1","0.2","260"
"","Delhi","5339","8","108.9","91.3","-0.3","340"
"","UP","14073","0","325.4","144.6","-1.3","250"
"","Uttarakhand","1897","40","40.7","22.8","1.6","167"
"","HP","1241","0","25.6","7.3","1.4","290"
"","J&K","2073","518","44.0","18.4","6.1","487"
"","Chandigarh","298","0","5.7","5.6","0.3","51"
"WR","Chhattisgarh","3242","0","74.7","25.1","0.8","324"
"","Gujarat","14470","0","319.9","82.7","0.9","354"
"","MP","7710","15","167.1","109.2","-0.7","548"
"","Maharashtra","18556","0","425.0","133.9","0.6","616"
"","Goa","444","0","10.0","8.8","0.8","79"
"","DD","311","0","6.9","6.8","0.1","42"
"","DNH","737","0","16.9","17.4","-0.5","9"
"","Essar steel","584","0","11.7","10.9","0.9","186"
"SR","Andhra Pradesh","7021","0","150.2","16.3","2.9","744"
"","Telangana","6042","0","134.1","81.2","0.4","255"
"","Karnataka","8379","300","180.5","58.8","0.9","493"
"","Kerala","3551","0","69.9","53.7","1.2","159"
"","Tamil Nadu","14472","0","325.0","150.6","5.0","394"
"","Pondy","355","0","7.8","8.0","-0.3","5"
"ER","Bihar","3365","200","63.3","60.4","-0.9","285"
"","DVC","2781","0","62.1","-35.8","-0.2","360"
"","Jharkhand","994","0","21.5","13.2","2.7","210"
"","Odisha","3758","0","78.3","25.8","1.7","380"
"","West Bengal","6920","0","145.5","42.1","-2.4","320"
"","Sikkim","64","0","1.4","1.3","0.1","10"
"NER","Arunachal Pradesh","107","3","1.6","1.9","-0.4","23"
"","Assam","1279","179","20.0","17.5","-0.8","152"
"","Manipur","88","27","1.4","1.7","-0.2","23"
"","Meghalaya","264","0","4.2","2.4","0.2","20"
"","Mizoram","61","14","1.0","1.1","-0.1","15"
"","Nagaland","99","4","1.7","1.9","-0.2","15"
"","Tripura","169","6","2.3","3.5","-0.6","10"
