"","NR","WR","SR","ER","NER"
"Schedule(MU)","94.7","-89.4","43.4","-56.6","6.0"
"Actual(MU)","84.0","-82.4","43.9","-53.1","3.6"
"O/D/U/D(MU)","-10.7","7.0","0.5","3.5","-2.4"
