"Share of RES in total generation (%)","5.45","4.27","16.30","0.29","0.06","6.86"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","26.13","8.01","34.56","14.82","25.50","19.64"
