"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","190.4","-185.8","94.3","-102.3","3.3","-0.1"
"Actual(MU)","196.8","-205.9","109.0","-106.0","8.0","1.9"
"O/D/U/D(MU)","6.4","-20.1","14.7","-3.7","4.7","2.0"
