"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","35042","40904","33289","15861","1883","126979"
"Peak Shortage (MW)","2869","135","2619","0","309","5932"
"Energy Met (MU)","755","956","807","351","32","2900"
"Hydro Gen(MU)","144","49","91","36","3","323"
"Wind Gen(MU)","3","27","27","----------","----------","57"
