"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10774","0","238.1","142.8","0.1","390","0.0"
"","Haryana","8956","0","189.6","145.6","1.2","641","0.0"
"","Rajasthan","10075","0","222.9","81.1","1.3","846","0.0"
"","Delhi","5752","0","117.6","100.4","-1.4","132","0.0"
"","UP","18067","0","370.7","185.4","1.2","863","0.0"
"","Uttarakhand","1960","0","41.1","21.3","0.2","243","0.0"
"","HP","1343","9","28.5","-1.4","3.3","131","0.1"
"","J&K","2153","538","41.9","19.4","-2.7","173","9.4"
"","Chandigarh","280","0","5.8","6.4","-0.6","22","0.0"
"WR","Chhattisgarh","3579","0","81.5","15.5","-1.4","389","0.0"
"","Gujarat","13490","0","294.1","74.9","1.0","470","0.0"
"","MP","7830","0","171.6","77.8","-0.5","473","0.0"
"","Maharashtra","18437","0","398.4","115.1","-1.3","566","0.0"
"","Goa","441","0","9.0","8.5","-0.1","72","0.0"
"","DD","332","0","7.3","6.6","0.7","85","0.0"
"","DNH","781","0","18.1","17.4","0.6","67","0.0"
"","Essar steel","561","0","11.0","10.7","0.3","293","0.0"
"SR","Andhra Pradesh","6884","0","158.5","3.5","2.1","433","0.0"
"","Telangana","6739","0","141.6","43.5","-1.8","402","0.0"
"","Karnataka","8333","0","166.6","25.1","0.1","405","0.0"
"","Kerala","2967","0","53.6","21.8","-0.8","263","0.0"
"","Tamil Nadu","14761","0","304.9","91.1","-0.4","442","0.0"
"","Pondy","364","0","7.7","7.7","-0.1","32","0.0"
"ER","Bihar","4813","0","92.5","91.1","-0.4","200","0.0"
"","DVC","2869","0","64.3","-29.3","2.3","220","1.0"
"","Jharkhand","1096","0","23.2","18.2","-1.2","80","0.0"
"","Odisha","4771","0","91.9","43.1","3.4","250","0.6"
"","West Bengal","8209","0","164.6","57.8","0.2","225","0.0"
"","Sikkim","85","0","1.0","1.3","-0.3","15","0.0"
"NER","Arunachal Pradesh","118","2","2.2","2.4","-0.2","25","0.0"
"","Assam","1709","151","33.2","28.0","0.9","188","2.0"
"","Manipur","181","1","2.2","2.3","-0.1","25","0.0"
"","Meghalaya","311","0","5.0","1.2","0.0","53","0.0"
"","Mizoram","81","1","1.4","1.1","0.0","17","0.0"
"","Nagaland","116","2","2.2","2.0","-0.2","35","0.0"
"","Tripura","282","3","4.8","4.5","-0.4","103","0.1"
