"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4989","0","97.6","43.5","0.1","118"
"","Haryana","5308","0","105.8","69.9","0.0","129"
"","Rajasthan","8869","0","185.1","63.7","-1.1","91"
"","Delhi","3097","17","59.6","45.3","-1.3","147"
"","UP","10211","1765","233.2","93.8","0.7","378"
"","Uttarakhand","1508","75","30.3","19.4","1.7","188"
"","HP","1330","0","24.5","15.4","-0.6","76"
"","J&K","1386","100","33.0","25.5","-1.9","22"
"","Chandigarh","181","0","3.3","3.5","-0.1","7"
"WR","Chhattisgarh","3225","63","74.6","20.8","0.2","303"
"","Gujarat","11473","0","258.1","45.4","-4.7","392"
"","MP","6653","25","133.7","64.0","-3.2","190"
"","Maharashtra","17509","77","380.5","118.0","2.0","570"
"","Goa","408","1","8.8","6.6","1.6","211"
"","DD","270","1","6.2","5.7","0.5","23"
"","DNH","594","2","13.8","13.9","-0.1","46"
"","Essar steel","532","2","11.3","12.0","-0.7","102"
"SR","Andhra Pradesh","12669","500","281.7","96.8","2.9","445"
"","Karnataka","8795","650","188.4","19.9","2.0","397"
"","Kerala","3544","0","67.2","30.0","1.4","212"
"","Tamil Nadu","11358","2383","250.8","87.4","0.9","601"
"","Pondy","317","0","6.6","6.5","0.1","130"
"ER","Bihar","1941","200","40.5","37.3","-0.4","175"
"","DVC","2644","100","59.2","-16.1","2.4","345"
"","Jharkhand","939","0","19.6","13.0","0.5","105"
"","Odisha","3927","0","74.5","15.4","-1.1","365"
"","West Bengal","7007","46","128.2","38.8","-1.1","305"
"","Sikkim","90","0","1.3","1.3","0.0","32"
"NER","Arunachal Pradesh","102","3","1.5","1.5","0.0","59"
"","Assam","1111","85","18.2","12.6","0.4","132"
"","Manipur","100","10","1.5","1.7","-0.2","21"
"","Meghalaya","255","17","4.2","3.2","0.3","71"
"","Mizoram","71","4","1.1","1.0","-0.2","19"
"","Nagaland","96","1","1.5","1.6","-0.4","16"
"","Tripura","217","0","2.7","0.9","-0.4","31"
