"Share of RES in total generation (%)","6.70","3.01","20.70","0.38","0.07","7.61"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","29.26","8.28","34.01","12.72","21.06","19.96"
