"","NR","WR","SR","ER","NER"
"Schedule(MU)","108.2","-74.8","26.4","-62.9","2.3"
"Actual(MU)","117.7","-89.7","32.4","-61.2","3.8"
"O/D/U/D(MU)","9.5","-14.9","6.0","1.7","1.5"
