"","NR","WR","SR","ER","NER"
"Schedule(MU)","136.0","-122.6","43.0","-55.9","-1.3"
"Actual(MU)","146.8","-136.9","45.9","-54.0","-2.2"
"O/D/U/D(MU)","10.8","-14.3","2.9","1.8","-0.9"
