"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.4","0.0","56.5","43.5"
"SR GRID","0.0","0.0","0.3","2.8","0.3","84.1","15.6"
