"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.5","-63.8","33.2","-63.1","4.4"
"Actual(MU)","95.8","-70.4","33.1","-61.9","5.4"
"O/D/U/D(MU)","4.3","-6.6","-0.1","1.2","1.0"
