"","NR","WR","SR","ER","NER","All India"
"Coal","533","1131","491","451","12","2618"
"Lignite","16","13","40","0","0","70"
"Hydro","336","15","54","63","23","492"
"Nuclear","28","28","52","0","0","107"
"Gas, Naptha & Diesel","39","40","15","0","25","119"
"RES (Wind, Solar, Biomass & Others)","67","157","304","2","0","529"
"Total","1019","1384","956","516","60","3935"
