"","NR","WR","SR","ER","NER"
"Schedule(MU)","108.3","-87.5","32.8","-58.5","6.3"
"Actual(MU)","121.5","-114.0","41.0","-53.5","6.5"
"O/D/U/D(MU)","13.2","-26.4","8.2","5.0","0.2"
