"","NR","WR","SR","ER","NER","All India"
"Coal","536","1082","481","381","10","2490"
"Lignite","15","14","42","0","0","71"
"Hydro","327","16","36","114","30","523"
"Nuclear","27","31","60","0","0","118"
"Gas, Naptha & Diesel","27","47","13","0","28","116"
"RES (Wind, Solar, Biomass & Others)","91","185","236","2","0","514"
"Total","1024","1374","868","497","68","3832"
