"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6837","0","155.9","104.2","0.8","157","0.0"
"","Haryana","6608","0","139.8","103.9","-0.9","150","0.0"
"","Rajasthan","9361","0","199.0","73.2","2.6","274","0.7"
"","Delhi","5026","0","97.9","86.4","-0.3","231","0.0"
"","UP","16997","1500","350.5","149.7","2.2","371","0.0"
"","Uttarakhand","1819","0","39.6","18.2","0.0","94","0.0"
"","HP","1290","0","26.6","5.0","3.2","255","0.0"
"","J&K","1873","468","37.8","16.4","-1.4","124","8.9"
"","Chandigarh","294","0","5.7","5.9","-0.2","30","0.0"
"WR","Chhattisgarh","3544","0","83.7","15.7","0.2","128","0.0"
"","Gujarat","14638","5","325.0","78.7","0.0","450","0.0"
"","MP","8226","14","182.9","99.0","-0.5","426","0.2"
"","Maharashtra","21896","0","483.2","125.1","2.5","966","0.1"
"","Goa","474","0","9.9","8.6","1.1","113","0.0"
"","DD","324","0","7.2","6.5","0.6","76","0.0"
"","DNH","756","0","16.9","16.6","0.3","94","0.0"
"","Essar steel","513","0","10.2","9.6","0.6","228","0.0"
"SR","Andhra Pradesh","7827","0","162.4","28.6","2.4","668","0.0"
"","Telangana","7043","0","150.3","87.2","-2.4","280","0.0"
"","Karnataka","8060","0","171.6","69.6","4.0","439","0.0"
"","Kerala","3675","0","68.7","56.1","1.1","194","0.0"
"","Tamil Nadu","14710","0","304.0","137.7","0.8","691","0.0"
"","Pondy","368","0","7.6","8.1","-0.5","36","0.0"
"ER","Bihar","3840","0","76.6","70.9","2.2","345","0.0"
"","DVC","2896","0","60.9","-48.0","-1.4","385","0.0"
"","Jharkhand","1067","0","22.2","17.7","-0.8","205","0.0"
"","Odisha","4281","0","86.2","27.5","-1.4","365","0.0"
"","West Bengal","7767","0","146.1","44.1","1.0","402","0.0"
"","Sikkim","75","0","0.8","0.9","-0.1","20","0.0"
"NER","Arunachal Pradesh","99","3","1.9","1.9","0.0","18","0.0"
"","Assam","1575","30","26.3","20.2","2.5","175","0.8"
"","Manipur","156","2","2.4","2.1","0.3","12","0.0"
"","Meghalaya","253","0","3.6","2.9","-0.4","6","0.0"
"","Mizoram","80","1","1.3","1.3","0.0","11","0.0"
"","Nagaland","109","1","2.4","2.1","0.2","16","0.0"
"","Tripura","257","6","4.5","3.4","0.9","34","0.1"
