"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.3","2.3","3.4","2.6","88.8","8.6"
"SR GRID","0.0","0.0","3.3","15.2","3.3","96.2","0.6"
