"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.96","10.41","11.37","74.27","14.36"
"SR GRID","0.00","0.00","0.96","10.41","11.37","74.27","14.36"
