"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0","0.9","5.8","0.9","94.0","5.1"
"SR GRID","0","0.1","5.0","33.0","5.1","94.4","0.6"
