"","NR","WR","SR","ER","NER"
"Schedule(MU)","61.7","-51.3","43.7","-63.9","7.7"
"Actual(MU)","50.5","-45.1","43.6","-63.5","11.2"
"O/D/U/D(MU)","-11.2","6.2","-0.1","0.4","3.5"
