"","NR","WR","SR","ER","NER","All India"
"Coal","489","1204","608","464","10","2775"
"Lignite","20","18","46","0","0","85"
"Hydro","137","27","82","35","4","285"
"Nuclear","28","31","31","0","0","90"
"Gas, Naptha & Diesel","21","40","16","0","20","96"
"RES (Wind, Solar, Biomass & Others)","75","79","142","1","0","296"
"Total","770","1400","924","500","33","3628"
