"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","658","1221","576","368","5","2829"
"Hydro","221","44","103","105","20","493"
"Nuclear","23","14","34","0","0","71"
"Gas, Naptha & Diesel","66","98","23","0","24","212"
"RES (Wind, Solar, Biomass & Others)","45","45","150","1","0","242"
"Total","1015","1422","886","474","50","3846"
