"Share of RES in total generation (%)","10.63","8.91","17.05","0.33","0.10","9.96"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","29.90","12.91","30.09","6.53","22.04","19.91"
