"","NR","WR","SR","ER","NER"
"Schedule(MU)","99.8","-86.8","45.3","-62.3","2.0"
"Actual(MU)","49.2","-48.6","47.4","-44.8","-1.4"
"O/D/U/D(MU)","-50.6","38.2","2.1","17.4","-3.4"
