"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","0.1","0.1","61.7","38.2"
"SR GRID","0.0","0.0","1.0","8.8","1.0","95.0","4.0"
