"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","208.5","-198.1","66.0","-79.7","2.9","-0.4"
"Actual(MU)","205.9","-197.8","62.4","-84.8","5.9","-8.4"
"O/D/U/D(MU)","-2.6","0.3","-3.6","-5.1","3.0","-8.0"
