"","NR","WR","SR","ER","NER"
"Schedule(MU)","120.0","-98.7","30.0","-60.0","5.5"
"Actual(MU)","120.2","-102.8","35.4","-62.7","5.7"
"O/D/U/D(MU)","0.2","-4.1","5.4","-2.7","0.2"
