"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5468","0","103.2","34.5","-0.2","110","0.0"
"","Haryana","6342","100","115.6","62.2","2.0","213","0.1"
"","Rajasthan","9578","0","181.7","60.3","2.2","314","0.4"
"","Delhi","3618","0","62.9","49.4","0.0","155","0.0"
"","UP","12652","220","263.5","91.4","0.1","405","2.3"
"","Uttarakhand","1907","0","35.3","19.0","0.8","151","0.0"
"","HP","1529","0","26.9","21.0","0.4","93","0.1"
"","J&K","2252","563","42.2","39.5","-1.9","335","9.9"
"","Chandigarh","199","0","3.3","3.5","-0.2","20","0.0"
"WR","Chhattisgarh","3289","0","66.6","16.5","-5.8","79","0.0"
"","Gujarat","12597","0","253.0","71.8","-0.5","390","0.0"
"","MP","10395","0","199.0","123.5","-2.9","301","0.0"
"","Maharashtra","19435","0","399.2","141.0","-0.7","552","0.0"
"","Goa","429","0","9.7","9.1","-0.1","15","0.0"
"","DD","325","0","7.2","6.5","0.6","39","0.0"
"","DNH","746","0","17.0","16.5","0.5","67","0.0"
"","Essar steel","542","0","10.3","9.9","0.4","203","0.0"
"SR","Andhra Pradesh","7530","0","158.9","53.6","4.3","557","0.0"
"","Telangana","7447","0","149.8","60.7","-0.8","598","0.0"
"","Karnataka","9086","0","192.6","89.7","4.6","557","0.0"
"","Kerala","3485","0","65.8","53.1","1.2","155","0.0"
"","Tamil Nadu","12828","0","266.2","146.3","-1.8","476","0.0"
"","Pondy","315","0","6.3","6.8","-0.5","24","0.0"
"ER","Bihar","3760","0","61.0","56.4","-1.6","50","0.0"
"","DVC","3187","0","67.0","-34.7","-2.0","210","0.0"
"","Jharkhand","1071","50","24.2","13.7","-0.1","100","0.2"
"","Odisha","3700","0","69.4","29.7","3.6","500","0.0"
"","West Bengal","6200","0","103.8","24.0","2.7","580","0.0"
"","Sikkim","92","0","1.6","1.6","0.0","30","0.0"
"NER","Arunachal Pradesh","124","4","2.2","1.8","0.4","3","0.0"
"","Assam","1425","14","22.4","18.0","1.1","68","0.8"
"","Manipur","178","0","2.7","2.5","0.1","20","0.1"
"","Meghalaya","327","3","6.1","3.3","0.6","74","0.0"
"","Mizoram","89","5","1.4","1.2","0.1","21","0.0"
"","Nagaland","126","4","2.2","1.6","0.2","18","0.0"
"","Tripura","215","4","4.0","1.5","1.0","7","0.0"
