"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","40395","43570","36988","17576","2401","140929"
"Peak Shortage (MW)","706","0","0","50","44","800"
"Energy Met (MU)","835","962","840","327","41","3005"
"Hydro Gen(MU)","106","22","62","27","14","231"
"Wind Gen(MU)","20","66","16","----------","----------","102"
"Solar Gen (MU)*","0.54","5.57","30.00","0.63","0.02","37"
"Energy Shortage (MU)","12.7","0.0","0.0","0.2","0.9","13.8"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","42467","45707","37941","17508","2428","142540"
