"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.4","-115.3","56.9","-57.2","-0.6"
"Actual(MU)","110.7","-119.2","61.0","-46.3","0.8"
"O/D/U/D(MU)","-4.7","-4.0","4.1","11.0","1.4"
