"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.66","4.09","4.75","81.18","14.07"
"SR GRID","0.00","0.00","0.66","4.09","4.75","81.18","14.07"
