"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.036","0.00","0.00","3.54","3.54","73.95","22.51"
"SR GRID","0.036","0.00","0.00","3.54","3.54","73.95","22.51"
