"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.034","0.00","0.01","5.31","5.32","78.53","16.15"
"SR GRID","0.034","0.00","0.01","5.31","5.32","78.53","16.15"
