"","NR","WR","SR","ER","NER"
"Schedule(MU)","131.7","-104.0","43.4","-72.8","1.5"
"Actual(MU)","151.3","-102.4","28.7","-77.8","1.8"
"O/D/U/D(MU)","19.6","1.5","-14.7","-5.0","0.3"
