"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4063","0","91.2","28.8","0.1","248","0.0"
"","Haryana","5509","0","101.2","56.1","0.3","184","0.0"
"","Rajasthan","9267","0","181.1","57.9","-1.1","370","0.0"
"","Delhi","2347","0","46.1","40.0","-1.2","171","0.0"
"","UP","14102","0","301.6","110.5","3.0","590","0.3"
"","Uttarakhand","1415","0","25.3","16.3","0.3","116","0.0"
"","HP","990","0","18.2","13.9","-0.2","157","0.0"
"","J&K","1919","548","38.3","35.9","-1.8","343","9.2"
"","Chandigarh","141","0","2.5","2.7","-0.2","29","0.0"
"WR","Chhattisgarh","2938","0","68.5","14.1","-2.0","251","0.0"
"","Gujarat","12014","0","241.6","113.5","0.3","372","0.0"
"","MP","9068","0","185.1","94.6","-1.9","259","0.0"
"","Maharashtra","18576","0","409.3","137.0","2.0","587","0.0"
"","Goa","377","0","8.3","7.7","0.0","35","0.0"
"","DD","275","0","3.8","3.7","0.1","43","0.0"
"","DNH","693","0","11.3","11.4","-0.1","49","0.0"
"","Essar steel","502","0","10.2","10.4","-0.2","207","0.0"
"SR","Andhra Pradesh","8483","0","170.5","49.3","-1.5","562","0.0"
"","Telangana","9632","0","203.1","92.1","-1.4","434","0.0"
"","Karnataka","10332","0","223.2","87.0","-1.2","832","0.0"
"","Kerala","3586","0","73.7","52.3","1.4","294","0.0"
"","Tamil Nadu","14151","0","309.5","159.2","-0.7","428","0.0"
"","Pondy","331","0","6.7","7.2","-0.5","25","0.0"
"ER","Bihar","3960","0","74.0","66.2","0.7","105","0.0"
"","DVC","2802","0","59.1","-40.3","0.0","150","0.0"
"","Jharkhand","1077","0","23.3","14.4","-0.9","30","0.0"
"","Odisha","4038","0","75.7","37.5","1.4","540","0.0"
"","West Bengal","6368","0","122.6","20.3","1.3","265","0.0"
"","Sikkim","79","0","1.1","1.6","-0.5","0","0.0"
"NER","Arunachal Pradesh","101","4","1.9","1.9","0.0","59","0.0"
"","Assam","1277","27","20.5","17.3","0.8","146","0.5"
"","Manipur","162","8","2.4","2.4","0.1","22","0.0"
"","Meghalaya","300","2","5.6","3.6","0.1","57","0.0"
"","Mizoram","85","52","1.5","1.2","0.2","34","0.0"
"","Nagaland","137","17","2.1","1.9","0.0","40","0.0"
"","Tripura","229","3","3.4","2.6","-0.2","26","0.0"
