"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","118.4","-108.5","61.6","-75.2","1.6","-2.1"
"Actual(MU)","100.9","-103.0","71.3","-72.7","0.9","-2.6"
"O/D/U/D(MU)","-17.5","5.5","9.7","2.6","-0.7","-0.4"
