"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5031","0","92.6","41.5","3.2","331"
"","Haryana","6089","21","105.0","42.7","1.2","463"
"","Rajasthan","8947","0","196.8","81.2","-1.4","248"
"","Delhi","3224","0","58.1","46.1","-0.2","393"
"","UP","10396","2715","219.6","75.8","-1.0","601"
"","Uttarakhand","1622","75","31.0","18.7","1.5","188"
"","HP","1376","1","24.4","19.0","0.5","96"
"","J&K","2122","100","39.6","30.6","3.8","803"
"","Chandigarh","190","0","3.4","3.2","0.2","29"
"WR","Chhattisgarh","2908","6","64.1","17.6","2.8","357"
"","Gujarat","11208","0","240.5","47.2","-1.5","291"
"","MP","9686","3","200.6","114.4","0.2","457"
"","Maharashtra","17130","521","357.9","108.8","4.6","389"
"","Goa","389","0","7.5","7.0","0.0","47"
"","DD","242","0","5.9","6.1","-0.3","20"
"","DNH","599","0","14.1","13.8","0.3","39"
"","Essar steel","326","0","6.0","6.0","0.1","55"
"SR","Andhra Pradesh","10570","500","240.8","87.0","3.2","312"
"","Karnataka","7976","600","168.9","24.0","1.6","351"
"","Kerala","3191","150","57.5","34.9","3.0","273"
"","Tamil Nadu","10971","706","236.1","70.2","-0.1","333"
"","Pondy","290","0","5.5","5.9","-0.3","27"
"ER","Bihar","1950","0","39.4","36.4","0.5","180"
"","DVC","2582","0","57.9","-21.1","0.8","400"
"","Jharkhand","1101","0","18.6","11.6","1.5","250"
"","Odisha","3371","0","64.5","14.1","3.8","250"
"","West Bengal","6108","0","96.7","7.2","6.8","550"
"","Sikkim","93","0","1.8","1.2","0.6","25"
"NER","Arunachal Pradesh","121","4","1.5","1.1","0.4","59"
"","Assam","954","186","17.2","10.8","1.7","154"
"","Manipur","120","5","1.6","1.5","0.1","43"
"","Meghalaya","293","7","5.1","2.7","0.5","74"
"","Mizoram","64","4","1.2","0.9","0.1","25"
"","Nagaland","97","3","1.7","1.3","0.1","33"
"","Tripura","175","5","3.3","0.0","0.8","67"
