"","NR","WR","SR","ER","NER"
"Schedule(MU)","101.8","-83.1","49.8","-67.1","-0.8"
"Actual(MU)","99.1","-81.2","57.6","-73.3","-0.9"
"O/D/U/D(MU)","-2.7","1.9","7.8","-6.2","-0.1"
