"","NR","WR","SR","ER","NER"
"Schedule(MU)","93.9","-52.8","48.1","-97.3","7.0"
"Actual(MU)","89.0","-50.0","47.4","-92.1","5.8"
"O/D/U/D(MU)","-4.9","2.8","-0.7","5.2","-1.2"
