"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.3","-79.0","45.8","-63.7","-5.4"
"Actual(MU)","118.9","-89.3","43.3","-67.0","-7.4"
"O/D/U/D(MU)","16.6","-10.3","-2.5","-3.3","-2.0"
