"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8756","0","198.4","113.7","-0.6","79"
"","Haryana","8554","0","184.3","105.4","-0.7","255"
"","Rajasthan","7559","1432","182.1","42.6","2.8","293"
"","Delhi","5128","144","108.4","79.1","1.0","282"
"","UP","11135","3835","246.8","120.4","2.9","728"
"","Uttarakhand","1626","105","36.4","16.8","-0.5","69"
"","HP","1143","-100","26.1","-1.1","0.6","100"
"","J&K","1556","100","31.3","15.6","1.4","249"
"","Chandigarh","320","0","6.1","5.4","0.7","61"
"WR","Chhattisgarh","3098","79","69.6","16.2","3.0","254"
"","Gujarat","11243","114","250.1","24.0","0.7","235"
"","MP","6876","516","135.6","68.1","3.9","423"
"","Maharashtra","17541","350","387.7","124.0","5.2","702"
"","Goa","396","60","7.7","5.8","1.6","150"
"","DD","266","0","5.9","4.8","1.1","94"
"","DNH","659","0","15.2","13.9","1.3","72"
"","Essar steel","340","0","6.9","6.0","0.9","11"
"SR","Andhra Pradesh","5919","600","140.0","35.7","2.5","256"
"","Telangana","6374","500","134.4","56.2","2.5","298"
"","Karnataka","7294","700","152.1","20.4","-0.6","388"
"","Kerala","3165","150","59.2","31.2","1.0","286"
"","Tamil Nadu","11931","466","248.1","71.9","2.3","406"
"","Pondy","306","0","6.2","6.5","-0.4","59"
"ER","Bihar","2087","0","44.0","41.9","-0.4","145"
"","DVC","2201","150","50.5","-7.8","0.3","445"
"","Jharkhand","989","0","21.4","13.4","0.9","95"
"","Odisha","3481","0","72.0","17.1","-2.0","345"
"","West Bengal","7529","0","137.8","44.0","1.0","385"
"","Sikkim","84","0","1.0","1.1","-0.2","30"
"NER","Arunachal Pradesh","99","1","1.7","2.0","-0.4","12"
"","Assam","1242","133","24.4","16.1","1.4","280"
"","Manipur","137","3","2.3","2.7","-0.4","41"
"","Meghalaya","264","2","4.5","0.3","-0.3","15"
"","Mizoram","81","4","1.1","1.2","-0.3","13"
"","Nagaland","104","1","2.1","2.1","-0.5","27"
"","Tripura","220","7","3.3","1.8","-0.1","37"
