"","NR","WR","SR","ER","NER"
"Schedule(MU)","138.0","-91.2","41.8","-85.7","-0.4"
"Actual(MU)","111.3","-94.2","42.9","-54.7","-1.7"
"O/D/U/D(MU)","-26.8","-3.0","1.1","31.0","-1.3"
