"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.064","0.00","1.64","18.61","20.25","71.72","8.02"
"SR GRID","0.064","0.00","1.64","18.61","20.25","71.72","8.02"
