"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","170.8","-201.6","89.0","-62.6","2.1","-2.3"
"Actual(MU)","182.2","-212.7","98.0","-68.7","2.1","0.9"
"O/D/U/D(MU)","11.4","-11.1","9.0","-6.0","0.0","3.3"
