"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5077","0","98.2","48.9","0.3","160"
"","Haryana","5153","0","101.6","48.8","-1.7","88"
"","Rajasthan","6447","0","143.5","57.2","-0.4","113"
"","Delhi","3497","0","74.5","48.0","-4.5","0"
"","UP","10455","1180","231.1","89.8","-3.9","380"
"","Uttarakhand","1522","0","30.6","19.5","-1.6","87"
"","HP","1107","0","22.1","11.9","-1.1","72"
"","J&K","1532","100","30.7","21.3","-1.9","87"
"","Chandigarh","190","0","3.7","4.2","-0.4","0"
"WR","Chhattisgarh","3250","61","73.6","21.7","5.8","401"
"","Gujarat","11266","40","258.1","40.1","-4.1","549"
"","MP","7065","10","142.7","68.6","-3.3","286"
"","Maharashtra","16488","252","362.8","125.7","4.3","666"
"","Goa","344","0","7.2","6.9","-0.2","86"
"","DD","255","0","6.2","6.1","0.2","35"
"","DNH","589","1","14.2","14.1","0.1","25"
"SR","Andhra Pradesh","10641","1750","240.6","68.7","2.7","336"
"","Karnataka","6652","500","149.0","23.6","1.2","238"
"","Kerala","2386","450","52.9","31.1","2.6","344"
"","Tamil Nadu","10890","497","241.9","77.1","1.6","363"
"","Pondy","290","0","6.1","7.4","-1.3","0"
"ER","Bihar","1966","400","37.6","38.4","-0.8","200"
"","DVC","2597","0","61.9","-21.7","1.3","200"
"","Jharkhand","1091","0","20.9","10.0","0.0","100"
"","Odisha","3656","0","70.7","10.5","2.4","400"
"","West Bengal","6068","14","124.6","25.8","0.8","560"
"","Sikkim","38","0","0.7","1.4","-1.5","0"
"NER","Arunachal Pradesh","88","7","0.8","1.0","-0.1","52"
"","Assam","1012","156","17.5","11.9","0.1","98"
"","Manipur","87","5","1.3","1.0","0.3","39"
"","Meghalaya","213","32","3.1","2.1","0.3","61"
"","Mizoram","48","9","1.0","0.8","0.1","7"
"","Nagaland","74","6","1.1","1.2","-0.1","15"
"","Tripura","191","17","2.3","0.9","-0.6","30"
