"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.10","1.77","25.78","27.65","66.46","5.89"
"SR GRID","0.00","0.10","1.77","25.78","27.65","66.46","5.89"
