"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","288.8","-228.1","15.6","-68.0","-1.8","6.6"
"Actual(MU)","295.9","-231.8","-3.6","-60.2","1.7","1.9"
"O/D/U/D(MU)","7.1","-3.8","-19.2","7.7","3.5","-4.7"
