"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","56477","45505","39016","22635","2917","166550"
"Peak Shortage (MW)","2268","0","0","101","153","2522"
"Energy Met (MU)","1276","1020","860","485","55","3695"
"Hydro Gen (MU)","296","115","155","140","20","727"
"Wind Gen (MU)","10","32","81","----------","----------","123"
"Solar Gen (MU)*","27.52","18.1","62.24","2.12","0.04","110"
"Energy Shortage (MU)","12.4","0.0","0.0","0.3","0.9","13.5"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","57452","46407","39140","22683","3065","167262"
"","20:18","19:12","19:30","21:06","18:26","19:12"
