"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9956","0","229.8","118.4","-1.5","180"
"","Haryana","8012","0","170.8","127.8","-0.6","360"
"","Rajasthan","9830","0","215.4","66.5","0.4","368"
"","Delhi","5622","0","117.0","93.8","1.1","272"
"","UP","15402","0","325.9","134.8","-0.9","425"
"","Uttarakhand","1850","75","40.4","20.3","1.3","167"
"","HP","1310","0","26.9","5.7","2.4","312"
"","J&K","1810","453","35.4","18.1","-2.8","165"
"","Chandigarh","300","0","6.2","6.1","0.3","32"
"WR","Chhattisgarh","3111","0","67","14","-2","344"
"","Gujarat","15027","5","323","78","-1","561"
"","MP","6191","0","135","100","-3","296"
"","Maharashtra","17982","0","404","134","3","725"
"","Goa","431","0","9","8","0","78"
"","DD","310","0","7","6","1","62"
"","DNH","758","0","17","17","0","35"
"","Essar steel","620","0","12","11","1","273"
"SR","Andhra Pradesh","6380","0","142","13.6","2.1","541"
"","Telangana","5545","0","125","72.5","-0.7","666"
"","Karnataka","7712","200","159","57.3","2.3","805"
"","Kerala","3014","0","59","44.3","1.3","174"
"","Tamil Nadu","13905","0","302","133.8","-0.6","841"
"","Pondy","339","0","8","7.5","0.0","18"
"ER","Bihar","3304","100","68","68.1","-2.0","300"
"","DVC","2769","0","62","-34.1","-0.9","380"
"","Jharkhand","1031","0","21","15.1","-0.2","40"
"","Odisha","3897","0","73","30.1","-1.3","100"
"","West Bengal","7757","0","146","34.5","-0.7","160"
"","Sikkim","76","0","1","1.2","0.1","25"
"NER","Arunachal Pradesh","95","7","2","2.4","-0.5","12"
"","Assam","1455","84","25","20.1","0.2","266"
"","Manipur","128","2","2","2.2","-0.5","32"
"","Meghalaya","270","0","6","-0.4","2.1","72"
"","Mizoram","74","2","1","1.0","0.0","19"
"","Nagaland","109","1","1","2.1","-0.8","18"
"","Tripura","250","1","4","2.9","1.1","88"
