"","NR","WR","SR","ER","NER"
"Schedule(MU)","96.0","-113.1","38.6","-32.4","6.7"
"Actual(MU)","93.6","-121.5","43.3","-26.9","7.9"
"O/D/U/D(MU)","-2.4","-8.4","4.7","5.5","1.2"
