"","NR","WR","SR","ER","NER","All India"
"Coal","454","1281","554","469","12","2770"
"Lignite","29","11","54","0","0","94"
"Hydro","133","43","114","24","5","318"
"Nuclear","19","37","45","0","0","100"
"Gas, Naptha & Diesel","30","64","16","0","15","124"
"RES (Wind, Solar, Biomass & Others)","67","64","154","1","0","286"
"Total","732","1499","936","494","31","3693"
