"","NR","WR","SR","ER","NER","All India"
"Coal","458","1279","623","484","9","2853"
"Lignite","25","17","52","0","0","94"
"Hydro","141","26","81","39","4","291"
"Nuclear","23","31","37","0","0","91"
"Gas, Naptha & Diesel","21","38","16","0","30","105"
"RES (Wind, Solar, Biomass & Others)","65","80","148","1","0","294"
"Total","732","1471","958","524","43","3728"
