"","NR","WR","SR","ER","NER","All India"
"Coal","594","1116","515","401","5","2631"
"Lignite","23","17","55","0","0","95"
"Hydro","116","27","73","28","8","251"
"Nuclear","19","19","35","0","0","73"
"Gas, Naptha & Diesel","30","41","21","0","29","121"
"RES (Wind, Solar, Biomass & Others)","56","72","140","1","0","269"
"Total","837","1291","839","430","42","3440"
