"","NR","WR","SR","ER","NER"
"Schedule(MU)","95.1","-45.1","35.5","-92.6","7.2"
"Actual(MU)","88.9","-48.6","35.7","-82.6","8.6"
"O/D/U/D(MU)","-6.2","-3.5","0.2","10.0","1.4"
