"","NR","WR","SR","ER","NER","All India"
"Coal","602","1187","493","421","10","2714"
"Lignite","17","14","46","0","0","77"
"Hydro","347","16","38","116","31","548"
"Nuclear","27","31","60","0","0","118"
"Gas, Naptha & Diesel","31","56","11","0","29","127"
"RES (Wind, Solar, Biomass & Others)","79","120","270","2","0","471"
"Total","1103","1424","919","539","70","4054"
