"","NR","WR","SR","ER","NER"
"Schedule(MU)","116.0","-89.9","34.0","-61.5","6.9"
"Actual(MU)","126.6","-113.9","40.8","-60.6","7.9"
"O/D/U/D(MU)","10.6","-24.0","6.8","0.9","1.0"
