"","NR","WR","SR","ER","NER"
"Schedule(MU)","94.9","-110.2","51.8","-40.0","2.1"
"Actual(MU)","107.6","-123.8","56.3","-41.9","2.3"
"O/D/U/D(MU)","12.7","-13.6","4.5","-1.9","0.2"
