"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3593","0","67.3","30.8","-0.3","225"
"","Haryana","5226","0","92.3","52.6","1.0","327"
"","Rajasthan","8898","0","184.5","62.0","3.0","459"
"","Delhi","2574","93","51.8","38.7","-1.2","190"
"","UP","13608","280","261.8","117.8","-0.9","381"
"","Uttarakhand","1513","0","26.8","17.6","0.6","149"
"","HP","947","0","15.6","9.7","-0.3","173"
"","J&K","1854","463","39.2","31.2","-0.8","165"
"","Chandigarh","159","0","3.0","3.3","0.3","10"
"WR","Chhattisgarh","2810","96","60.0","12.4","-0.8","318"
"","Gujarat","9736","0","200.4","41.1","2.1","691"
"","MP","8950","0","198.9","128.0","-1.9","462"
"","Maharashtra","16146","229","358.0","81.1","-10.5","645"
"","Goa","411","0","8.3","7.5","0.2","132"
"","DD","130","0","6.1","2.6","3.5","19"
"","DNH","641","0","10.2","10.0","0.2","44"
"","Essar steel","402","0","8.1","7.7","0.4","144"
"SR","Andhra Pradesh","5689","0","119.3","14.8","2.2","361"
"","Telangana","6031","0","128.7","77.9","-0.8","386"
"","Karnataka","7050","800","147.8","32.9","3.8","462"
"","Kerala","3303","0","61.3","43.2","2.5","315"
"","Tamil Nadu","10038","0","196.9","90.2","-0.7","709"
"","Pondy","255","15","4.9","4.7","0.2","37"
"ER","Bihar","3308","0","65.2","63.1","2.1","150"
"","DVC","2549","0","57.4","-6.9","-1.2","285"
"","Jharkhand","1114","0","25.3","11.6","1.0","50"
"","Odisha","3949","0","64.7","26.0","-3.0","280"
"","West Bengal","6830","0","124.6","29.9","-0.7","170"
"","Sikkim","81","0","1.1","1.1","0.1","20"
"NER","Arunachal Pradesh","118","2","2.0","1.7","0.3","49"
"","Assam","1325","20","21.6","14.9","1.6","214"
"","Manipur","138","2","2.8","2.4","0.4","32"
"","Meghalaya","315","1","4.5","4.1","-1.1","65"
"","Mizoram","83","2","1.3","1.3","-0.1","22"
"","Nagaland","112","3","1.7","1.6","0.0","57"
"","Tripura","224","1","3.9","1.2","0.7","68"
