"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","153.4","-163.1","76.3","-64.9","0.6","2.3"
"Actual(MU)","161.8","-167.8","73.2","-65.9","1.2","2.5"
"O/D/U/D(MU)","8.4","-4.7","-3.1","-1.0","0.6","0.2"
