"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","189.2","-203.3","72.7","-64.1","8.8","3.3"
"Actual(MU)","183.6","-210.8","70.3","-58.3","9.5","-5.6"
"O/D/U/D(MU)","-5.6","-7.5","-2.4","5.9","0.7","-8.9"
