"","NR","WR","SR","ER","NER","Total"
"Thermal (Coal & Lignite)","523","1073","561","391","5","2552"
"Hydro","293","29","61","118","26","527"
"Nuclear","32","3","48","0","0","84"
"Gas, Naptha & Diesel","35","52","17","0","12","116"
"RES (Wind, Solar, Biomass & Others)","40","52","99","1","0","193"
"Total","922","1211","785","511","42","3471"
