"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5356","0","104.9","66.9","-1.7","127"
"","Haryana","5266","203","114.8","89.1","1.7","251"
"","Rajasthan","7319","0","154.9","50.1","-0.1","199"
"","Delhi","3969","14","87.2","70.9","-0.2","317"
"","UP","12437","1370","276.6","132.0","1.0","421"
"","Uttarakhand","1491","0","31.5","18.7","-0.9","114"
"","HP","1143","0","22.1","4.5","0.1","152"
"","J&K","1606","100","31.2","16.5","1.3","190"
"","Chandigarh","226","0","4.5","4.5","0.0","27"
"WR","Chhattisgarh","3261","49","70.5","18.1","-4.6","162"
"","Gujarat","12300","23","276.6","41.3","0.1","451"
"","MP","6815","0","145.5","78.4","-1.9","374"
"","Maharashtra","18580","176","410.2","118.1","9.3","762"
"","Goa","431","0","9.1","8.7","0.0","50"
"","DD","260","0","5.6","5.8","-0.2","24"
"","DNH","660","0","15.4","15.2","0.3","46"
"","Essar steel","538","0","10.8","10.6","0.2","33"
"SR","Andhra Pradesh","10483","1500","243.1","84.1","2.7","321"
"","Karnataka","7511","800","162.0","28.0","3.0","382"
"","Kerala","2979","580","61.4","33.8","2.2","234"
"","Tamil Nadu","11486","765","256.6","84.7","0.2","661"
"","Pondy","328","0","6.5","6.7","-0.2","34"
"ER","Bihar","2005","300","47.4","41.9","3.2","230"
"","DVC","2598","0","57.6","-11.8","-1.2","200"
"","Jharkhand","1012","67","18.5","11.7","1.0","70"
"","Odisha","3939","0","78.3","20.8","-0.4","180"
"","West Bengal","6398","5","132.0","27.8","-0.8","190"
"","Sikkim","59","0","0.5","1.6","-1.1","14"
"NER","Arunachal Pradesh","102","2","1.5","1.2","0.3","44"
"","Assam","1116","219","18.7","10.3","2.8","192"
"","Manipur","99","0","1.5","1.5","0.0","21"
"","Meghalaya","262","4","3.7","1.7","-0.9","86"
"","Mizoram","73","2","1.0","1.0","-0.2","21"
"","Nagaland","97","3","1.5","1.5","-0.3","27"
"","Tripura","211","12","2.5","0.6","-0.4","46"
