"","NR","WR","SR","ER","NER"
"Schedule(MU)","96.5","-90.6","31.0","-48.4","7.3"
"Actual(MU)","89.9","-95.3","32.6","-36.0","8.7"
"O/D/U/D(MU)","-6.6","-4.7","1.6","12.4","1.4"
